329.283,237.108,22.405,3.271,0.000
330.812,238.984,24.947,8.213,0.000
332.341,240.859,27.490,13.156,0.000
333.871,242.734,30.032,18.099,0.000
335.400,244.609,32.575,23.041,0.000
336.929,246.485,35.117,27.984,0.000
338.458,248.360,37.660,32.927,1.000
339.987,250.235,40.202,37.870,1.000
341.517,252.110,42.745,42.812,1.000
343.046,253.986,45.287,47.755,1.000
344.575,255.861,47.830,52.698,1.000
346.104,257.736,50.372,57.640,1.000
347.634,259.611,52.915,62.583,1.000
349.163,261.487,55.457,67.526,1.000
350.692,263.362,58.000,72.468,1.000
352.221,265.237,60.542,77.411,1.000
353.750,267.112,63.085,82.354,1.000
355.280,268.987,65.627,87.297,1.000
356.809,270.863,68.170,92.239,1.000
358.338,272.738,70.712,97.182,1.000
359.867,274.613,73.255,102.125,1.000
1.397,276.488,75.797,107.067,1.000
2.926,278.364,78.339,112.010,1.000
4.455,280.239,80.882,116.953,1.000
5.984,282.114,83.424,121.896,1.000
7.514,283.989,85.967,126.838,1.000
9.043,285.865,88.509,131.781,1.000
10.572,287.740,91.052,136.724,1.000
12.101,289.615,93.594,141.666,1.000
13.630,291.490,96.137,146.609,1.000
15.160,293.366,98.679,151.552,1.000
16.689,295.241,101.222,156.494,1.000
18.218,297.116,103.764,161.437,1.000
19.747,298.991,106.307,166.380,1.000
21.277,300.867,108.849,171.323,1.000
22.806,302.742,111.392,176.265,1.000
24.335,304.617,113.934,181.208,0.000
25.864,306.492,116.477,186.151,0.000
27.393,308.367,119.019,191.093,0.000
28.923,310.243,121.562,196.036,0.000
30.452,312.118,124.104,200.979,0.000
31.981,313.993,126.647,205.922,0.000
33.510,315.868,129.189,210.864,1.000
35.040,317.744,131.732,215.807,1.000
36.569,319.619,134.274,220.750,1.000
38.098,321.494,136.817,225.692,1.000
39.627,323.369,139.359,230.635,1.000
41.157,325.245,141.902,235.578,1.000
42.686,327.120,144.444,240.521,1.000
44.215,328.995,146.987,245.463,1.000
45.744,330.870,149.529,250.406,1.000
47.273,332.746,152.071,255.349,0.000
48.803,334.621,154.614,260.291,0.000
50.332,336.496,157.156,265.234,0.000
51.861,338.371,159.699,270.177,0.000
53.390,340.247,162.241,275.119,0.000
54.920,342.122,164.784,280.062,0.000
56.449,343.997,167.326,285.005,0.000
57.978,345.872,169.869,289.948,0.000
59.507,347.747,172.411,294.890,0.000
61.036,349.623,174.954,299.833,0.000
62.566,351.498,177.496,304.776,0.000
64.095,353.373,180.039,309.718,0.000
65.624,355.248,182.581,314.661,1.000
67.153,357.124,185.124,319.604,1.000
68.683,358.999,187.666,324.547,1.000
70.212,0.874,190.209,329.489,1.000
71.741,2.749,192.751,334.432,1.000
73.270,4.625,195.294,339.375,1.000
74.800,6.500,197.836,344.317,1.000
76.329,8.375,200.379,349.260,1.000
77.858,10.250,202.921,354.203,1.000
79.387,13.774,205.464,359.146,1.000
80.916,17.297,208.006,4.088,1.000
82.446,20.821,210.549,9.031,1.000
83.975,24.344,213.091,13.974,1.000
85.504,27.868,215.634,18.916,1.000
87.033,31.391,218.176,23.859,1.000
88.563,34.915,220.719,28.802,1.000
90.092,38.438,223.261,33.744,1.000
91.621,41.962,225.803,38.687,1.000
93.150,45.485,228.346,43.630,1.000
94.679,49.008,230.888,48.573,1.000
96.209,52.532,233.431,53.515,1.000
97.738,56.055,235.973,58.458,1.000
99.267,59.579,238.516,63.401,1.000
100.796,63.102,241.058,68.343,1.000
102.326,66.626,243.601,73.286,1.000
103.855,70.149,246.143,78.229,1.000
105.384,73.673,248.686,83.172,1.000
106.913,77.196,251.228,88.114,1.000
108.443,80.720,253.771,93.057,1.000
109.972,84.243,256.313,98.000,1.000
111.501,87.767,258.856,102.942,1.000
113.030,91.290,261.398,107.885,1.000
114.559,94.813,263.941,112.828,1.000
116.089,98.337,266.483,117.770,1.000
117.618,101.860,269.026,122.713,1.000
119.147,105.384,271.568,127.656,1.000
120.676,108.907,274.111,132.599,1.000
122.206,112.431,276.653,137.541,1.000
123.735,115.954,279.196,142.484,1.000
125.264,119.478,281.738,147.427,1.000
126.793,123.001,284.281,152.369,1.000
128.322,126.525,286.823,157.312,1.000
129.852,130.048,289.366,162.255,1.000
131.381,133.572,291.908,167.198,1.000
132.910,137.095,294.451,172.140,1.000
134.439,140.618,296.993,177.083,0.000
135.969,144.142,299.535,182.026,0.000
137.498,147.665,302.078,186.968,0.000
139.027,151.189,304.620,191.911,0.000
140.556,154.712,307.163,196.854,0.000
142.086,158.236,309.705,201.796,0.000
143.615,161.759,312.248,206.739,0.000
145.144,165.283,314.790,211.682,0.000
146.673,168.806,317.333,216.625,0.000
148.202,172.330,319.875,221.567,0.000
149.732,175.853,322.418,226.510,0.000
151.261,179.377,324.960,231.453,0.000
152.790,182.900,327.503,236.395,0.000
154.319,186.424,330.045,241.338,0.000
155.849,189.947,332.588,246.281,0.000
157.378,193.470,335.130,251.224,0.000
158.907,196.994,337.673,256.166,0.000
160.436,200.517,340.215,261.109,0.000
161.965,204.041,342.758,266.052,0.000
163.495,207.564,345.300,270.994,0.000
165.024,211.088,347.843,275.937,0.000
166.553,214.611,350.385,280.880,0.000
168.082,218.135,352.928,285.823,0.000
169.612,221.658,355.470,290.765,0.000
171.141,225.182,358.013,295.708,0.000
172.670,228.705,0.555,300.651,0.000
174.199,232.229,3.098,305.593,0.000
175.729,235.752,5.640,310.536,0.000
177.258,239.275,8.182,315.479,0.000
178.787,242.799,10.725,320.421,0.000
180.316,246.322,13.267,325.364,0.000
182.367,249.846,15.810,330.307,1.000
184.419,253.369,18.352,335.250,1.000
186.470,256.893,20.895,340.192,1.000
188.521,260.416,23.437,345.135,1.000
190.572,264.474,25.980,350.078,1.000
192.623,268.531,28.522,355.020,1.000
194.674,272.589,31.065,359.963,1.000
196.725,276.646,33.607,4.906,1.000
198.777,280.704,36.150,9.849,1.000
200.828,284.761,38.692,14.791,1.000
202.879,288.819,41.235,19.734,1.000
204.930,292.877,43.777,24.677,1.000
206.981,296.934,46.320,29.619,0.000
209.032,300.992,48.862,34.562,0.000
211.083,305.049,51.405,39.505,0.000
213.134,309.107,53.947,44.448,0.000
215.186,313.164,56.490,49.390,0.000
217.237,317.222,59.032,54.333,0.000
219.288,321.279,61.575,59.276,0.000
221.339,325.337,64.117,64.218,0.000
223.390,329.394,66.660,69.161,0.000
225.441,333.452,69.202,74.104,0.000
227.492,337.509,71.745,79.046,0.000
229.544,341.567,74.287,83.989,0.000
231.595,345.625,76.830,88.932,0.000
233.646,349.682,79.372,93.875,0.000
235.697,353.740,81.914,98.817,1.000
237.748,357.797,84.457,103.760,1.000
239.799,1.855,86.999,108.703,1.000
241.850,5.912,89.542,113.645,1.000
243.902,9.970,92.084,118.588,1.000
245.953,14.027,94.627,123.531,1.000
248.004,18.085,97.169,128.474,1.000
250.055,22.142,99.712,133.416,1.000
252.106,26.200,102.254,138.359,1.000
254.157,30.257,104.797,143.302,1.000
256.208,34.315,107.339,148.244,1.000
258.260,38.373,109.882,153.187,1.000
260.311,42.430,112.424,158.130,1.000
262.362,46.488,114.967,163.072,1.000
264.413,50.545,117.509,168.015,1.000
266.464,54.603,120.052,172.958,1.000
268.515,58.660,122.594,177.901,1.000
270.566,62.718,125.137,182.843,1.000
272.618,66.775,127.679,187.786,1.000
274.669,70.833,130.222,192.729,1.000
276.720,74.890,132.764,197.671,1.000
278.771,78.948,135.307,202.614,1.000
280.822,83.005,137.849,207.557,1.000
282.873,87.063,140.392,212.500,1.000
